"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"	"Factor Value[treatment]"	"Term Source REF"	"Term Accession Number"	"Factor Value[duration]"	"Unit"	"Term Source REF"	"Term Accession Number"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"14"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231630_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"96"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-41_231630_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231630_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231630"	"KIT1-0-41_231630_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_2_3_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-3_231630_02_0_3_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"14"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_14_3_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-3_231630_14_0_3_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-3"	"Biocrates p150 Kit"	""	""	"231630"	""	""	"96"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"3"	""	""	"1"	""	""	"20/05/2010"	"KIT1-0-3_231630_96_3_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-3_231630_96_0_3_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-3_231630"	"KIT1-0-3_231630_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"2"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"PG01-0-1_246640_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_246640_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"14"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"PG01-0-1_246640_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_246640_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"246640"	""	""	"96"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"02/07/2010"	"PG01-0-1_246640_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_246640_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_246640"	"PG01-0-1_246640_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"2"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"PG01-0-1_231609_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_231609_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"14"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"PG01-0-1_231609_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_231609_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"231609"	""	""	"96"	""	""	"none reported"	""	""	"PG01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"PG01-0-1_231609_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_231609_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231609"	"PG01-0-1_231609_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"2"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"EM01-0-1_246619_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"14"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"28/06/2010"	"EM01-0-1_246619_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"EM01-0-1_246619_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"EM01-0-1"	"not reported"	""	""	"246619"	""	""	"96"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-06-14_right_Q4.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"EM01-0-1_246619_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"EM01-0-1_246619_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_246619"	"EM01-0-1_246619_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"2"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"PG01-0-1_231657_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_231657_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"14"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"PG01-0-1_231657_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_231657_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"PG01-0-1"	"not reported"	""	""	"231657"	""	""	"96"	""	""	"none reported"	""	""	"PG01_QTrap5500_A2B2.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"PG01-0-1_231657_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"PG01-0-1_231657_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_PG01-0-1_231657"	"PG01-0-1_231657_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"2"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"EM01-0-1_231573_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"14"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"17/05/2010"	"EM01-0-1_231573_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"EM01-0-1_231573_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"EM01-0-1"	"not reported"	""	""	"231573"	""	""	"96"	""	""	"none reported"	""	""	"EM01_2_A2B2_HILIC_2010-04-13.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"EM01-0-1_231573_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"EM01-0-1_231573_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_EM01-0-1_231573"	"EM01-0-1_231573_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"2"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"BA01-0-1_231560_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"no file2"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"14"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"BA01-0-1_231560_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"no file14"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"231560"	""	""	"96"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"19/05/2010"	"BA01-0-1_231560_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"no file98"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231560"	"BA01-0-1_231560_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231587_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"14"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231587_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"231587"	""	""	"96"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"18/05/2010"	"KIT1-0-41_231587_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_231587_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_231587"	"KIT1-0-41_231587_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"2"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"BA01-0-1_231612_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"BA01-0-1_231612_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"14"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"20/05/2010"	"BA01-0-1_231612_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"BA01-0-1_231612_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"231612"	""	""	"96"	""	""	"none reported"	""	""	"BA01_QTrap5500_A1B1.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"21/05/2010"	"BA01-0-1_231612_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"BA01-0-1_231612_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_231612"	"BA01-0-1_231612_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"KIT1-0-41_246622_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_246622_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"14"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"KIT1-0-41_246622_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_246622_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"96"	""	""	"none reported"	""	""	"KIT-FIA_neg.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"01/07/2010"	"KIT1-0-41_246622_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_246622_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"2"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"BA01-0-1_246605_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"BA01-0-1_246605_02_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"14"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"29/06/2010"	"BA01-0-1_246605_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"BA01-0-1_246605_14_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	""	""	""	""	""	""	""
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"BA01-0-1"	"not reported"	""	""	"246605"	""	""	"96"	""	""	"none reported"	""	""	"BA01_1_A1B1_2008-07-24.dam"	""	""	"liquid chromatography separation"	"MS"	"http://purl.obolibrary.org/obo/MS_1002271"	"negative scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000129"	"1"	""	""	"1"	""	""	"30/06/2010"	"BA01-0-1_246605_96_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"BA01-0-1_246605_96_0_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_BA01-0-1_246605"	"BA01-0-1_246605_maf-negative.txt"	""	""	""	""	""	""	""
