"Sample Name"	"Protocol REF"	"Extract Name"	"Protocol REF"	"Parameter Value[kit name]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate ID]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[plate position]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[mass spectrometry instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[acquisition parameter file]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[inlet type]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[polarity]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[run number]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[injection number]"	"Term Source REF"	"Term Accession Number"	"Date"	"MS Assay Name"	"Raw Spectral Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Spectral Data File"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"10"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_10_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_10_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"11"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_11_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_11_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"12"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_12_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_12_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"13"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_13_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_13_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_1_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_3_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_3_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"2"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_2_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_2_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"8"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_8_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_8_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"7"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_7_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_7_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"6"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_6_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_6_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT3-0-203"	"Biocrates p180 FIA Part"	""	""	"238811"	""	""	"26"	""	""	"none reported"	""	""	"KIT3-FIA_quick_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"9"	""	""	"2010-05-21"	"KIT3-0-203_238811_26_1_9_QC_1_33000362_QC_1"	"KIT3-0-203_238811_26_1_1_9_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT3-0-203_238811"	"KIT3-0-203_238811_maf-positive.txt"
"BLANK"	"extraction/derivatization"	"BLANK"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"1"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"3"	""	""	"2010-06-30"	"KIT1-0-41_246622_1_1_3_BLANK_10000001_BLANK"	"KIT1-0-41_246622_01_1_1_3_01_10000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"2"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_2_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_246622_02_1_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M486"	"extraction/derivatization"	"M486"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"3"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_3_1_1_SAMPLE_246378_M486"	"KIT1-0-41_246622_03_1_1_1_00_246378.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M623"	"extraction/derivatization"	"M623"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"4"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_4_1_1_SAMPLE_246395_M623"	"KIT1-0-41_246622_04_1_1_1_00_246395.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2261"	"extraction/derivatization"	"M2261"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"5"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_5_1_1_SAMPLE_245874_M2261"	"KIT1-0-41_246622_05_1_1_1_00_245874.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M484"	"extraction/derivatization"	"M484"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"6"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_6_1_1_SAMPLE_246351_M484"	"KIT1-0-41_246622_06_1_1_1_00_246351.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2257"	"extraction/derivatization"	"M2257"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"7"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_7_1_1_SAMPLE_245830_M2257"	"KIT1-0-41_246622_07_1_1_1_00_245830.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2029"	"extraction/derivatization"	"M2029"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"8"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_8_1_1_SAMPLE_246496_M2029"	"KIT1-0-41_246622_08_1_1_1_00_246496.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2239"	"extraction/derivatization"	"M2239"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"9"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_9_1_1_SAMPLE_245791_M2239"	"KIT1-0-41_246622_09_1_1_1_00_245791.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2295"	"extraction/derivatization"	"M2295"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"10"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_10_1_1_SAMPLE_245975_M2295"	"KIT1-0-41_246622_10_1_1_1_00_245975.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2251"	"extraction/derivatization"	"M2251"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"11"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_11_1_1_SAMPLE_246131_M2251"	"KIT1-0-41_246622_11_1_1_1_00_246131.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M379"	"extraction/derivatization"	"M379"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"12"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_12_1_1_SAMPLE_222357_M379"	"KIT1-0-41_246622_12_1_1_1_00_222357.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"KIT2 L1"	"extraction/derivatization"	"KIT2 L1"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"13"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_13_1_1_STANDARD_L1_200030_KIT2 L1"	"KIT1-0-41_246622_13_1_1_1_02_200030.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"PBS   4  HSA"	"extraction/derivatization"	"PBS   4  HSA"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"14"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_14_1_1_ZERO_SAMPLE_11000001_PBS   4  HSA"	"KIT1-0-41_246622_14_1_1_1_10_11000001.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2281"	"extraction/derivatization"	"M2281"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"15"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_15_1_1_SAMPLE_223136_M2281"	"KIT1-0-41_246622_15_1_1_1_00_223136.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2244"	"extraction/derivatization"	"M2244"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"17"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_17_1_1_SAMPLE_246061_M2244"	"KIT1-0-41_246622_17_1_1_1_00_246061.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M600"	"extraction/derivatization"	"M600"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"16"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_16_1_1_SAMPLE_246246_M600"	"KIT1-0-41_246622_16_1_1_1_00_246246.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2267"	"extraction/derivatization"	"M2267"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"19"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_19_1_1_SAMPLE_245931_M2267"	"KIT1-0-41_246622_19_1_1_1_00_245931.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M487"	"extraction/derivatization"	"M487"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"18"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_18_1_1_SAMPLE_246381_M487"	"KIT1-0-41_246622_18_1_1_1_00_246381.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2264"	"extraction/derivatization"	"M2264"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"21"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_21_1_1_SAMPLE_245900_M2264"	"KIT1-0-41_246622_21_1_1_1_00_245900.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M1379"	"extraction/derivatization"	"M1379"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"20"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_20_1_1_SAMPLE_246277_M1379"	"KIT1-0-41_246622_20_1_1_1_00_246277.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M1062"	"extraction/derivatization"	"M1062"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"23"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_23_1_1_SAMPLE_246215_M1062"	"KIT1-0-41_246622_23_1_1_1_00_246215.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"22"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_22_1_1_QC_1_33000362_QC_1"	"KIT1-0-41_246622_22_1_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"KIT2 L2"	"extraction/derivatization"	"KIT2 L2"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"25"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_25_1_1_STANDARD_L2_200043_KIT2 L2"	"KIT1-0-41_246622_25_1_1_1_02_200043.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2230"	"extraction/derivatization"	"M2230"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"24"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-07-01"	"KIT1-0-41_246622_24_1_1_SAMPLE_222952_M2230"	"KIT1-0-41_246622_24_1_1_1_00_222952.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M2302"	"extraction/derivatization"	"M2302"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"27"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_27_1_1_SAMPLE_245812_M2302"	"KIT1-0-41_246622_27_1_1_1_00_245812.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"QC_1"	"extraction/derivatization"	"QC_1"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"26"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_26_1_1_QC_1_33000362_QC_1"	"KIT1-0-41_246622_26_1_1_1_03_33000362.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
"M592"	"extraction/derivatization"	"M592"	"KIT1-0-41"	"Biocrates p150 Kit"	""	""	"246622"	""	""	"29"	""	""	"none reported"	""	""	"KIT-FIA_pos.dam"	""	""	"flow injection analysis"	"MS"	"http://purl.obolibrary.org/obo/MS_1000058"	"positive scan"	"MS"	"http://purl.obolibrary.org/obo/MS_1000130"	"1"	""	""	"1"	""	""	"2010-06-30"	"KIT1-0-41_246622_29_1_1_SAMPLE_246434_M592"	"KIT1-0-41_246622_29_1_1_1_00_246434.wiff"	"biocrates analysis"	"MetIQ_Local Build-DB100-Local Build"	""	""	"DT_KIT1-0-41_246622"	"KIT1-0-41_246622_maf-positive.txt"
